id,elevacao,aspeto,inclinacao,dh_agua,dv_agua,dh_estrada,sombra_9,sombra_12,sombra_15,dh_Incendio,area,solo,floresta
8211,2137,13,12,0,0,1266,208,215,142,1366,1,9,5
8212,2111,238,3,0,0,1148,214,242,166,1333,1,9,5
8213,2187,107,22,108,61,1224,251,208,73,594,1,11,5
8214,2140,109,28,30,15,1181,254,195,48,534,1,11,5
8215,2127,334,24,30,9,1131,158,200,177,470,1,16,4
8216,2279,306,9,30,5,997,196,235,179,418,1,7,5
8217,2829,98,13,295,73,1842,241,221,107,882,2,3,6
8218,2985,239,8,319,49,319,205,247,180,1418,2,3,3
8219,2145,103,13,0,0,1266,242,222,108,1209,1,4,5
8220,2133,240,9,30,-2,1368,203,248,182,1380,1,9,5
8221,2135,347,17,0,0,1326,186,211,162,1381,1,9,5
8222,2115,135,16,0,0,1142,244,231,111,1390,1,9,5
8223,2110,283,9,0,0,1120,194,241,186,1358,1,9,5
8224,2130,283,18,67,6,1092,167,238,209,1315,1,9,5
8225,2163,125,30,67,37,1235,253,203,54,595,1,11,5
8226,2200,341,24,0,0,1082,164,198,169,576,1,2,5
8227,2216,284,10,0,0,1095,191,240,189,612,1,4,5
8228,2107,18,30,190,115,228,182,163,103,495,1,2,7
8229,2865,53,9,0,0,242,226,221,129,2181,4,13,3
8230,2289,160,20,120,35,339,236,240,124,446,1,16,4
8231,2191,190,18,0,0,841,218,251,161,421,1,16,5
8232,2322,45,15,285,98,1127,223,206,113,350,1,21,4
8233,2150,352,26,42,12,1323,166,187,152,1273,1,9,5
8234,2128,27,9,0,0,1154,217,221,140,1448,1,9,5
8235,2126,72,10,0,0,1140,232,220,119,1448,1,9,5
8236,2310,114,14,300,127,1374,243,225,108,967,1,21,5
8237,2304,135,14,283,141,1392,241,233,118,942,1,11,5
8238,2194,128,28,127,58,1307,252,209,64,679,1,11,5
8239,2230,337,14,0,0,1136,189,221,170,547,1,2,5
8240,2340,275,28,108,44,1041,133,233,232,201,1,21,4
8241,2776,8,21,85,28,2465,190,192,134,644,2,13,3
8242,2199,188,24,0,0,932,215,249,155,408,1,16,5
8243,2173,348,28,30,17,1131,157,183,157,837,1,9,5
8244,2184,21,35,67,41,1207,174,145,86,1451,1,2,4
8245,2326,261,6,404,143,1242,205,243,177,1140,1,21,5
8246,2332,225,3,361,144,1279,215,242,165,1087,1,21,5
8247,2315,119,21,297,132,1332,250,217,84,1008,1,21,5
8248,2171,114,27,85,35,1317,254,200,55,680,1,11,5
8249,2128,55,18,127,73,277,229,199,97,547,1,2,4
8250,2832,107,17,258,73,1889,247,217,92,960,2,3,6
8251,2943,233,15,108,27,324,194,252,193,1325,2,3,3
8252,2161,310,4,0,0,1129,209,237,166,759,1,9,5
8253,2289,133,21,234,106,1345,248,225,95,973,1,11,5
8254,2228,134,25,134,70,1423,250,220,83,807,1,11,5
8255,2219,128,23,124,61,1406,250,219,83,785,1,11,5
8256,2130,82,7,0,0,1301,230,228,132,649,1,11,5
8257,2133,322,11,0,0,1289,191,229,177,633,1,16,5
8258,3193,78,8,67,4,3722,231,226,128,3130,4,13,1
8259,2782,127,16,108,28,2029,245,228,106,850,2,13,6
8260,2212,164,8,0,0,1120,228,243,147,272,1,9,5
8261,2216,145,6,0,0,1110,228,239,144,404,1,9,5
8262,2138,252,20,42,8,968,170,249,214,1410,1,9,5
8263,2326,87,20,404,146,1158,244,204,80,1221,1,21,5
8264,2282,132,21,212,99,1321,248,224,94,990,1,11,5
8265,2228,134,26,124,70,1442,250,218,80,850,1,11,5
8266,2201,139,24,90,43,1415,248,225,91,785,1,11,5
8267,2147,116,22,30,11,1355,251,213,77,708,1,11,5
8268,2072,327,13,0,0,738,189,225,176,914,1,15,5
8269,2145,321,31,150,87,558,127,194,198,768,1,2,7
8270,2082,130,36,42,27,330,251,195,39,601,1,4,4
8271,3100,96,31,162,32,2794,251,180,33,3697,4,13,2
8272,2845,112,23,255,81,1894,252,209,71,1045,2,3,6
8273,2215,350,12,30,-1,1150,198,219,160,301,1,9,7
8274,2220,340,15,0,0,1146,186,216,168,306,1,9,5
8275,2221,354,17,0,0,1140,189,207,155,404,1,9,5
8276,2212,245,10,0,0,1140,200,248,186,492,1,4,5
8277,2162,322,8,0,0,1187,200,232,172,780,1,9,5
8278,2172,8,33,60,19,1317,164,157,115,1092,1,2,4
8279,2225,34,37,150,95,1116,189,136,56,1544,1,2,4
8280,2144,249,27,60,14,931,152,247,225,1426,1,9,5
8281,2190,147,28,60,32,1441,244,224,88,807,1,11,5
8282,2068,327,34,67,32,390,119,181,190,641,1,2,7
8283,2223,340,39,120,79,1209,111,153,163,1477,1,2,4
8284,2320,102,24,361,139,1110,252,200,62,1250,1,21,5
8285,2289,157,16,297,109,1165,236,241,130,1173,1,11,5
8286,2293,199,22,255,112,1200,207,253,171,1123,1,11,5
8287,2194,145,31,60,31,1421,245,217,75,870,1,11,5
8288,2183,150,31,42,25,1443,241,221,83,850,1,11,5
8289,2083,316,15,0,0,793,178,225,187,886,1,15,5
8290,2890,239,6,60,6,1611,210,245,173,1595,2,3,6
8291,2893,220,8,60,8,1637,211,248,173,1557,2,3,6
8292,2313,123,17,150,32,90,246,225,101,342,1,2,4
8293,2175,18,24,30,6,1262,194,183,117,859,1,9,5
8294,2332,93,20,361,148,1068,247,206,79,1291,1,21,5
8295,2276,178,18,255,96,1158,225,248,149,1165,1,11,5
8296,2206,125,32,60,23,1358,253,198,46,933,1,11,5
8297,2177,144,31,30,14,1401,245,216,74,892,1,11,5
8298,2166,148,27,30,8,1423,244,226,93,872,1,11,5
8299,2158,149,19,0,0,1445,241,235,115,853,1,11,5
8300,2246,343,27,60,35,1307,155,188,165,660,1,2,4
8301,2336,0,20,67,27,1224,186,198,146,228,1,2,4
8302,2321,129,17,42,10,1200,245,228,106,108,1,21,4
8303,2062,75,12,0,0,420,234,217,113,691,1,2,5
8304,2119,354,26,228,92,516,167,186,149,741,1,2,7
8305,2912,39,13,306,102,306,220,212,124,607,4,5,3
8306,2826,347,6,30,6,1415,208,230,160,1120,2,13,6
8307,2795,111,17,108,31,2040,247,220,96,1019,2,3,6
8308,2270,45,8,0,0,255,223,223,135,379,1,2,5
8309,2232,147,27,0,0,722,244,225,92,443,1,16,5
8310,2222,160,25,30,8,767,236,235,114,366,1,16,5
8311,2264,306,23,67,29,1230,150,219,207,418,1,21,7
8312,2255,350,41,180,111,1199,116,138,137,1423,1,2,4
8313,2364,51,10,446,170,957,225,219,127,1437,1,21,5
8314,2305,106,26,297,121,1082,253,199,57,1256,1,11,5
8315,2194,123,34,30,11,1337,253,192,36,955,1,11,5
8316,2163,130,19,0,0,1380,247,226,100,914,1,11,5
8317,2248,303,31,95,37,1342,120,208,220,691,1,2,4
8318,2885,209,5,0,0,1678,216,244,165,1583,2,13,6
8319,2241,162,5,0,0,638,224,241,151,569,1,2,5
8320,2209,177,5,0,0,793,222,242,155,350,1,15,5
8321,2222,229,14,0,0,1266,199,252,188,424,1,9,5
8322,2341,98,2,108,14,1269,222,236,151,192,1,21,4
8323,2158,347,28,192,112,524,154,181,157,771,1,2,7
8324,2894,29,2,60,3,1758,218,233,152,1523,2,3,6
8325,2221,318,21,30,12,834,161,216,194,309,1,15,4
8326,2210,245,23,30,6,1302,167,250,216,726,1,9,5
8327,2324,2,30,242,180,1101,165,170,130,1398,1,2,4
8328,2311,30,32,283,167,1019,191,152,77,1449,1,2,4
8329,2368,73,15,404,174,907,237,209,100,1466,1,21,5
8330,2359,82,14,382,165,924,239,214,103,1441,1,21,5
8331,2358,343,9,162,49,1332,202,227,163,350,1,21,4
8332,2327,317,8,0,0,1290,198,233,174,182,1,21,5
8333,2097,47,10,0,0,983,224,219,129,702,1,11,5
8334,3032,99,7,42,3,2512,233,230,130,3952,4,13,2
8335,2302,116,26,255,109,990,254,204,61,1332,1,11,5
8336,2275,99,25,212,88,1026,251,196,58,1284,1,11,5
8337,2236,168,19,150,55,1084,231,244,135,1214,1,11,5
8338,2183,145,28,0,0,1231,245,222,85,1062,1,11,5
8339,2327,49,5,0,0,1321,222,228,141,212,1,21,5
8340,2202,39,35,180,107,591,197,141,54,854,1,2,7
8341,2118,51,32,30,23,547,217,155,49,819,1,2,7
8342,2130,323,35,95,57,543,111,180,196,811,1,2,7
8343,2808,121,22,134,42,2058,251,217,83,1189,2,3,6
8344,2390,86,16,408,193,824,241,212,97,1549,1,21,5
8345,2333,115,26,297,139,914,254,204,60,1423,1,11,5
8346,2285,114,22,212,92,984,252,211,76,1326,1,11,5
8347,2274,106,23,192,87,1003,252,205,69,1302,1,11,5
8348,2215,148,32,67,35,1124,243,218,78,1167,1,11,5
8349,2192,138,28,30,11,1167,249,216,75,1124,1,11,5
8350,2365,337,22,108,40,1350,167,204,174,283,1,2,7
8351,2851,326,15,30,13,1590,181,221,180,1237,2,13,6
8352,2857,340,11,90,19,1622,197,224,166,1295,2,3,6
8353,2898,324,7,67,15,1800,203,233,169,1471,2,3,6
8354,2325,1,11,175,50,446,204,219,152,564,1,2,4
8355,2231,114,11,0,0,828,240,229,118,395,1,15,5
8356,2401,352,13,485,159,1552,198,218,158,663,1,21,4
8357,2202,299,10,0,0,1388,193,237,184,764,1,9,5
8358,2375,109,21,366,178,816,250,212,80,1539,1,21,5
8359,2339,114,23,297,142,872,252,209,71,1465,1,11,5
8360,2289,120,23,216,96,942,252,213,75,1368,1,11,5
8361,2268,122,24,170,75,979,252,213,73,1321,1,11,5
8362,2241,105,28,127,54,1019,253,193,47,1276,1,11,5
8363,2329,90,6,0,0,1385,230,230,134,285,1,21,5
8364,2177,300,28,175,89,870,131,216,219,883,1,2,7
8365,2889,63,14,268,-1,1947,232,211,109,1448,2,3,6
8366,2289,41,5,0,0,150,220,229,145,384,1,2,5
8367,2346,326,31,360,156,1242,129,188,190,242,1,2,4
8368,2230,120,8,0,0,1415,234,234,132,573,1,4,5
8369,2223,158,32,0,0,1455,235,226,96,942,1,9,5
8370,2397,196,7,457,200,726,219,246,162,1597,1,21,5
8371,2295,107,25,212,101,900,253,202,62,1410,1,11,5
8372,2180,69,3,0,0,1126,223,233,145,1168,1,16,5
8373,2334,343,14,30,5,1413,190,218,165,306,1,7,7
8374,2141,46,24,0,0,633,219,180,83,904,1,2,5
8375,2122,49,24,0,0,309,221,180,80,882,1,4,5
8376,2883,329,11,150,4,1776,193,227,173,1383,2,3,3
8377,2298,117,11,0,0,108,238,230,121,297,1,2,5
8378,2382,134,20,390,185,732,247,227,99,1622,1,21,5
8379,2374,131,20,362,177,750,248,225,96,1598,1,21,5
8380,2399,71,13,300,61,1347,234,214,110,685,1,21,4
8381,2411,7,23,277,100,1451,187,189,133,371,1,2,4
8382,2318,64,27,277,138,1500,233,176,58,150,1,2,4
8383,2237,89,14,162,86,1503,240,217,104,175,1,2,4
8384,2256,306,30,255,8,834,124,207,216,994,1,2,7
8385,2268,325,29,234,20,816,136,194,191,1024,1,2,7
8386,2907,7,4,175,27,1907,215,232,154,1397,2,3,6
8387,2328,335,20,108,38,382,170,208,175,569,1,2,4
8388,2423,39,9,459,181,1495,221,220,134,661,1,21,4
8389,2233,332,8,0,0,1485,201,230,168,631,1,9,5
8390,2286,274,22,134,55,1470,154,239,221,674,1,21,7
8391,2233,114,28,95,40,933,254,199,51,1358,1,11,5
8392,2217,120,25,67,24,955,253,209,67,1337,1,11,5
8393,2189,330,9,67,8,1110,199,229,170,1195,1,16,5
8394,2284,7,23,0,0,1304,186,189,134,947,1,2,4
8395,2224,287,29,180,129,700,127,223,230,964,1,2,7
8396,2332,346,30,95,44,350,147,177,158,503,1,2,4
8397,2274,114,28,60,27,799,254,199,51,543,1,16,4
8398,2394,20,15,446,238,1019,208,208,134,1148,1,21,4
8399,2385,207,5,459,188,633,217,245,164,1684,1,21,5
8400,2316,126,27,228,119,774,253,211,67,1537,1,11,5
8401,2251,131,29,108,57,870,251,211,66,1423,1,11,5
8402,2341,105,11,30,4,1422,238,227,118,443,1,21,4
8403,2366,322,21,108,30,1501,162,214,189,391,1,2,7
8404,2127,4,15,0,0,1200,199,210,147,541,1,15,5
8405,2163,14,22,0,0,722,193,189,126,994,1,2,7
8406,2164,27,28,30,0,384,196,169,96,860,1,2,7
8407,2187,303,27,42,19,624,135,215,215,1443,1,2,4
8408,2280,122,30,162,83,787,254,201,51,1510,1,11,5
8409,2239,136,31,85,42,849,249,210,63,1443,1,11,5
8410,2188,354,5,30,-4,979,212,231,157,1318,1,16,5
8411,2355,300,25,120,13,1239,143,221,214,990,1,2,4
8412,2340,66,6,0,0,1396,226,228,137,470,1,21,5
8413,2351,312,19,42,13,1441,167,223,195,437,1,2,7
8414,2134,15,16,0,0,1218,204,206,136,540,1,15,5
8415,2186,41,20,0,0,760,218,193,101,1031,1,2,5
8416,2894,329,17,247,26,1082,177,217,179,638,2,13,3
8417,2255,90,12,0,0,840,239,220,110,524,1,2,5
8418,2225,133,31,67,28,828,251,207,59,1464,1,11,5
8419,2201,131,21,30,7,870,249,223,91,1421,1,11,5
8420,2190,343,7,0,0,937,205,229,162,1360,1,16,5
8421,2345,45,4,0,0,1355,221,231,146,510,1,21,5
8422,2151,126,18,0,0,1456,247,225,99,272,1,11,5
8423,2137,27,8,0,0,1406,217,223,142,331,1,15,5
8424,2210,351,23,240,73,1041,172,194,155,811,1,2,7
8425,2983,26,13,60,7,1926,213,211,132,3850,4,13,2
8426,2891,315,16,182,23,1036,176,226,189,700,2,13,3
8427,2859,133,23,242,69,2120,249,222,89,1369,2,3,6
8428,2178,97,13,0,0,658,241,221,108,1318,1,4,5
8429,2366,84,16,390,145,595,241,211,95,1734,1,21,5
8430,2346,80,21,330,149,633,242,198,76,1687,1,11,5
8431,2324,89,26,270,127,666,248,188,52,1640,1,11,5
8432,2407,294,23,277,78,1533,150,227,215,495,1,2,7
8433,2225,120,33,85,37,1679,254,192,37,60,1,11,4
8434,2248,129,21,30,0,864,249,223,91,1129,1,16,7
8435,2218,3,29,127,55,811,168,172,131,1080,1,2,7
8436,2196,21,30,150,32,384,186,163,99,738,1,2,7
8437,3009,285,31,297,110,891,119,222,234,2704,4,5,2
8438,3144,34,28,600,271,618,203,167,83,1879,4,5,2
8439,2376,59,13,384,151,553,230,211,112,1776,1,21,5
8440,2249,116,29,150,52,721,254,198,49,1570,1,11,5
8441,2221,110,26,90,24,764,253,202,60,1527,1,11,5
8442,2368,3,18,90,57,1142,193,203,145,1106,1,2,4
8443,2349,57,10,0,0,1275,227,220,126,592,1,21,5
8444,2173,25,21,0,0,1590,205,189,114,175,1,15,5
8445,2888,306,20,120,20,1006,162,225,202,785,2,13,3
8446,2274,275,17,150,32,1667,172,242,208,812,1,21,7
8447,2382,57,16,361,157,531,229,205,104,1794,1,21,5
8448,2362,90,21,324,141,566,247,202,74,1748,1,11,5
8449,2383,101,37,277,155,1672,251,163,0,295,1,11,4
8450,2341,116,37,228,125,1683,253,179,18,242,1,11,4
8451,2151,67,12,0,0,1273,232,216,115,582,1,15,5
8452,2233,22,28,95,-6,450,190,167,101,741,1,2,7
8453,2979,28,25,108,31,1678,202,178,101,3581,4,5,2
8454,2266,100,9,0,0,700,236,227,122,674,1,16,5
8455,2263,277,15,85,30,1614,178,242,203,849,1,21,7
8456,2308,344,33,190,111,1611,137,170,159,953,1,2,4
8457,2190,270,10,30,2,595,194,244,189,1252,1,7,5
8458,2386,76,17,335,161,509,238,207,93,1813,1,21,5
8459,2360,99,26,300,135,541,252,193,53,1767,1,11,5
8460,2309,111,32,256,88,595,254,186,32,1699,1,11,5
8461,2292,110,29,240,81,616,254,195,47,1677,1,11,5
8462,2230,95,25,120,33,700,250,193,56,1591,1,11,5
8463,2363,311,15,67,14,1250,178,228,190,618,1,2,7
8464,2255,23,12,0,0,959,212,214,136,1180,1,2,5
8465,2348,332,21,258,132,732,167,209,179,1077,1,21,7
8466,3204,65,36,540,208,696,227,146,21,1976,4,5,1
8467,2275,108,13,0,0,638,241,225,111,741,1,16,5
8468,2270,79,7,0,0,658,230,227,130,713,1,16,5
8469,2480,20,17,552,90,1110,207,203,129,450,1,21,4
8470,2236,70,10,0,0,1533,231,221,123,895,1,9,5
8471,2307,68,27,285,100,342,236,177,56,1531,1,2,4
8472,2274,112,27,201,63,616,254,200,55,1676,1,11,5
8473,2258,110,28,175,51,636,254,196,49,1655,1,11,5
8474,2217,81,18,90,21,703,242,204,86,1592,1,11,5
8475,2201,337,9,0,0,774,200,228,166,1533,1,16,5
8476,2422,0,14,180,52,1061,199,214,151,937,1,21,4
8477,2332,328,17,180,84,1061,177,218,179,1006,1,2,7
8478,2492,20,14,537,102,1068,209,209,134,446,1,21,4
8479,2328,290,21,240,64,1740,156,232,214,940,1,21,7
8480,2279,253,36,134,72,384,118,236,240,1392,1,2,4
8481,2331,108,34,234,106,511,254,179,22,1784,1,11,5
8482,2312,111,32,216,87,531,254,188,35,1762,1,11,5
8483,2397,65,12,95,27,1082,232,215,113,811,1,21,4
8484,2423,345,10,255,80,1321,200,224,163,631,1,2,7
8485,2203,337,11,0,0,1642,196,225,168,212,1,15,5
8486,2827,144,18,120,24,2255,242,234,114,1181,2,3,6
8487,2361,329,31,95,43,170,132,187,185,124,1,2,4
8488,2225,76,15,67,18,666,238,210,99,1637,1,11,5
8489,2310,11,29,319,121,900,177,169,117,1396,1,2,4
8490,2419,69,15,162,38,1026,235,209,101,892,1,21,4
8491,2365,98,3,0,0,1100,225,234,145,767,1,7,5
8492,2212,316,16,30,5,1613,176,225,188,242,1,15,7
8493,2259,306,31,212,114,1242,122,206,216,787,1,2,7
8494,2335,273,9,175,52,1114,195,243,187,1019,1,2,7
8495,2898,156,12,268,79,2089,234,241,136,1027,2,3,6
8496,2830,140,16,108,27,2257,242,233,115,1127,2,3,6
8497,2318,113,32,190,93,467,254,189,35,1825,1,11,5
8498,2239,299,24,85,36,1595,147,224,213,285,1,2,7
8499,2260,332,14,127,58,1600,187,222,174,309,1,2,7
8500,2208,317,33,85,43,1360,117,191,204,658,1,2,7
8501,2356,69,22,182,86,700,237,192,76,908,1,4,7
8502,3275,61,7,30,0,3814,226,225,133,3774,4,13,1
8503,3114,90,25,886,309,886,248,191,57,1570,4,5,3
8504,2292,88,14,30,5,469,240,217,105,800,1,16,5
8505,2348,61,26,342,106,1240,231,178,64,872,1,2,4
8506,2350,197,10,153,92,1641,218,249,165,942,1,21,7
8507,2349,194,9,162,90,1613,219,247,163,924,1,21,7
8508,2420,321,25,390,223,1222,148,207,194,760,1,2,4
8509,2347,112,37,192,106,404,253,174,13,1889,1,11,5
8510,2443,330,14,108,13,942,185,222,176,1290,1,21,4
8511,2294,310,24,90,23,1077,149,216,204,1295,1,2,7
8512,2355,309,20,365,139,850,163,223,199,1084,1,2,7
8513,2887,158,15,218,64,2125,235,241,133,964,2,3,6
8514,2350,324,27,67,29,127,143,200,191,297,1,2,4
8515,2295,57,12,30,7,446,228,215,119,808,1,16,5
8516,2338,115,37,170,97,382,253,178,18,1908,1,11,5
8517,2319,115,34,150,78,404,254,186,30,1888,1,11,5
8518,2220,100,15,30,9,618,244,218,100,1706,1,16,5
8519,2410,317,27,175,6,854,138,204,201,1385,1,2,4
8520,2411,103,20,85,25,949,249,210,80,942,1,21,4
8521,2375,350,11,30,0,1006,200,221,160,860,1,7,7
8522,2435,85,6,361,89,1252,228,230,136,738,1,21,7
8523,2235,140,24,67,27,1510,247,225,92,446,1,21,7
8524,3260,77,9,150,-7,3682,232,223,122,3891,4,13,1
8525,2328,118,36,150,87,361,253,183,24,1879,1,11,5
8526,2310,119,34,127,69,382,254,190,34,1888,1,11,5
8527,2230,133,18,30,5,525,246,228,104,1786,1,11,5
8528,2344,45,24,295,109,1218,219,181,86,994,1,2,4
8529,2404,286,10,242,138,1385,193,240,186,738,1,2,7
8530,2379,140,24,247,138,258,247,224,90,1819,1,11,5
8531,2385,348,22,446,115,955,174,199,160,1140,1,2,7
8532,2306,8,7,0,0,384,212,226,152,836,1,16,5
8533,2239,339,26,30,5,404,154,191,170,1026,1,2,4
8534,2360,67,10,295,153,127,231,219,120,1409,1,21,4
8535,2228,95,9,0,0,470,234,227,124,1852,1,11,5
8536,2239,321,23,67,19,636,156,211,192,1740,1,2,4
8537,2416,315,29,309,217,720,130,202,205,1583,1,2,4
8538,2292,17,16,0,0,1224,206,206,134,1215,1,2,5
8539,3294,0,5,60,5,4082,212,230,156,3824,4,13,1
8540,3281,38,11,402,89,960,220,216,130,2197,4,14,1
8541,2862,130,16,127,33,2215,245,229,108,842,2,3,6
8542,2255,305,10,0,0,1648,194,235,181,960,1,9,5
8543,2466,287,15,361,196,1167,176,238,202,612,1,2,4
8544,2416,114,16,42,10,778,246,222,99,1477,1,21,4
8545,2442,302,18,228,70,1003,166,229,202,902,1,2,7
8546,2329,49,28,90,51,1282,218,168,66,1142,1,2,7
8547,2382,39,24,218,112,778,213,181,92,782,1,2,7
8548,2373,43,26,212,103,765,214,172,78,752,1,2,7
8549,2266,354,27,30,8,1653,166,183,147,850,1,2,5
8550,2458,193,16,497,188,987,216,251,164,573,1,21,7
8551,2308,115,29,150,67,258,254,197,47,1756,1,11,5
8552,2292,112,28,120,51,283,254,198,51,1765,1,11,5
8553,2250,91,22,30,9,362,247,200,72,1794,1,11,5
8554,2450,26,25,234,25,671,200,178,104,1577,1,2,4
8555,2293,130,27,67,31,1310,252,213,69,582,1,11,4
8556,2912,121,10,242,22,2133,237,232,125,816,2,3,3
8557,2405,56,16,0,0,780,229,204,104,1091,1,21,7
8558,2296,122,28,85,30,1273,253,206,60,624,1,11,4
8559,2262,111,13,0,0,1300,242,225,110,577,1,11,5
8560,2305,43,16,0,0,1273,221,204,113,1276,1,2,5
8561,2422,15,21,295,152,860,197,192,126,849,1,21,7
8562,2381,7,36,285,111,741,155,146,110,582,1,2,7
8563,2379,14,34,212,36,642,169,151,101,466,1,2,7
8564,2872,130,14,150,30,2241,243,231,114,752,2,3,6
8565,2390,146,23,95,36,120,244,230,102,638,1,16,4
8566,2308,108,17,180,67,201,247,218,95,1690,1,11,5
8567,2434,326,23,127,3,841,157,207,187,1036,1,2,7
8568,2262,45,4,0,0,1271,221,231,146,604,1,11,5
8569,2267,93,16,175,20,1323,243,215,97,543,1,21,7
8570,2350,309,19,335,67,1200,164,224,198,973,1,2,7
8571,2430,352,16,424,160,984,190,211,158,1031,1,21,7
8572,2420,11,29,301,150,834,178,170,117,765,1,2,7
8573,2350,25,25,162,93,1431,198,177,105,1047,1,2,4
8574,2462,349,10,268,11,933,202,223,160,1012,1,21,7
8575,2359,53,31,108,53,1194,219,156,49,1221,1,2,7
8576,2326,273,22,90,20,1265,155,240,221,1438,1,2,7
8577,2435,344,16,391,165,933,187,214,165,947,1,21,7
8578,3294,297,5,295,87,1110,205,238,172,2310,4,14,1
8579,3299,329,3,350,75,1110,213,236,161,2263,4,14,1
8580,2287,247,29,42,19,1485,147,246,227,658,1,4,7
8581,2304,232,30,67,36,1455,157,250,216,636,1,4,7
8582,2261,59,21,30,7,391,231,190,83,1706,1,16,5
8583,2471,335,4,228,39,648,211,234,162,1507,1,21,4
8584,2233,35,11,0,0,1288,219,215,130,646,1,21,5
8585,2244,324,20,85,16,1249,166,214,186,685,1,2,7
8586,2437,18,23,360,167,732,195,184,118,693,1,21,7
8587,2426,115,4,335,36,1062,227,236,144,1084,1,21,4
8588,2273,85,24,0,0,1541,246,193,63,684,1,11,5
8589,2473,305,15,190,38,514,178,231,193,1738,1,21,4
8590,2469,91,15,85,28,612,242,215,99,1290,1,21,4
8591,2247,59,11,0,0,1253,228,216,119,664,1,21,5
8592,2405,130,15,402,158,1134,243,231,113,1146,1,21,4
8593,2359,264,28,190,79,503,139,239,232,1831,1,16,4
8594,2444,107,19,30,7,598,248,214,87,1282,1,21,5
8595,2287,99,19,124,40,1203,248,210,82,663,1,21,7
8596,3047,113,24,655,242,677,252,208,69,1681,4,5,2
8597,2276,42,19,0,0,1475,219,194,103,600,1,9,5
8598,2253,109,17,0,0,408,247,218,93,700,1,4,5
8599,2247,11,2,0,0,1189,217,234,155,713,1,21,5
8600,2449,168,14,421,106,700,230,245,143,780,1,11,4
8601,2268,14,9,30,0,1413,212,222,147,534,1,9,5
8602,2328,238,26,120,58,1263,165,251,215,426,1,4,7
8603,2495,317,11,256,12,514,190,230,180,1530,1,21,4
8604,2491,71,13,124,18,510,234,214,110,1434,1,21,4
8605,2336,292,27,120,64,1110,136,223,223,750,1,2,7
8606,2250,346,9,0,0,1159,203,227,162,742,1,2,5
8607,2454,346,2,420,148,1024,215,235,158,1216,1,21,4
8608,2463,124,7,566,193,900,233,235,135,1072,1,21,4
8609,2442,173,16,424,99,679,229,246,144,792,1,11,4
8610,2487,266,7,201,44,391,202,243,180,1861,1,21,4
8611,2503,354,12,190,20,480,200,218,156,1513,1,21,4
8612,2296,38,13,0,0,1044,219,211,124,832,1,15,5
8613,2406,288,23,361,136,1020,151,231,217,272,1,2,7
8614,2446,326,9,60,8,457,198,230,172,1812,1,21,4
8615,2499,326,7,300,88,480,202,232,169,1676,1,21,4
8616,2478,34,14,30,11,595,217,208,123,1292,1,2,7
8617,2307,88,23,210,60,1071,247,195,64,781,1,21,7
8618,2421,38,17,300,95,960,218,202,114,1168,1,21,7
8619,3350,355,18,108,27,4469,187,205,153,4082,4,14,1
8620,2340,322,21,268,107,1008,163,214,189,927,1,2,7
8621,2355,317,22,323,124,987,157,215,196,957,1,2,7
8622,2417,166,15,589,147,726,232,244,139,966,1,11,4
8623,3010,123,14,212,61,990,243,229,112,495,2,3,3
8624,2316,19,28,120,66,1024,188,170,107,842,1,2,7
8625,2340,317,21,240,93,993,161,217,194,939,1,2,7
8626,2337,13,12,0,0,959,208,216,143,1440,1,2,5
8627,2345,298,16,30,15,969,173,232,199,1465,1,2,7
8628,2377,349,21,175,87,960,177,200,158,895,1,2,7
8629,2447,318,20,408,89,875,162,217,193,1149,1,2,7
8630,2396,294,23,153,52,1008,148,226,216,1546,1,2,7
8631,2319,269,19,67,8,1440,168,243,213,474,1,2,7
8632,2348,21,22,192,73,1260,199,186,116,309,1,2,7
8633,2375,40,18,242,86,934,218,198,108,912,1,2,7
8634,2373,80,21,60,36,882,242,198,76,1429,1,21,7
8635,3372,314,31,342,47,3613,122,198,207,3790,4,14,1
8636,3083,300,31,342,40,1739,121,211,222,3339,4,5,2
8637,2382,171,14,268,95,1131,229,245,144,1087,1,11,4
8638,2483,60,10,0,0,301,228,219,123,1590,1,21,5
8639,2354,107,19,0,0,819,248,215,88,1091,1,21,5
8640,2448,312,23,430,14,824,151,216,202,1158,1,2,7
8641,3371,333,1,30,2,4347,216,237,158,4135,4,14,1
8642,3367,101,19,150,105,4151,248,211,83,4023,4,14,1
8643,3039,321,29,234,-1,1831,135,199,197,3457,4,13,2
8644,3172,146,17,335,67,932,241,236,119,1961,4,5,3
8645,2373,177,14,256,86,1120,226,247,150,1084,1,11,4
8646,2364,133,18,175,77,1205,246,228,103,994,1,11,4
8647,2350,242,18,150,79,932,181,252,205,1015,1,2,7
8648,2319,98,12,30,6,330,240,223,111,663,1,21,5
8649,2481,62,9,175,38,190,228,221,125,1786,1,21,4
8650,2413,117,26,150,29,752,253,206,64,1260,1,21,4
8651,2294,287,13,60,3,1419,182,239,197,751,1,2,7
8652,2373,294,23,108,31,1320,151,228,214,331,1,2,7
8653,2390,327,15,162,31,1260,183,223,178,272,1,2,7
8654,2371,101,21,85,26,511,250,206,74,481,1,4,4
8655,2431,308,29,212,105,216,128,208,213,1530,1,2,4
8656,2362,55,13,0,0,780,228,211,113,1530,1,21,7
8657,2421,137,9,573,115,787,235,237,133,1224,1,21,7
8658,2416,135,10,603,110,759,236,236,131,1199,1,21,7
